Lat,Long,Top of upper,top of middle,top of lower,bottom of lower
-79.0,-63.0,1.345,13.756,25.789,37.835
-79.0,-62.0,1.582,13.603,25.258,36.925
-79.0,-61.0,1.688,14.164,25.627,36.444
-79.0,-60.0,1.723,15.105,26.473,36.191
-79.0,-59.0,1.758,16.046,27.32,35.938
-79.0,-58.0,1.793,16.987,28.167,35.684
-79.0,-57.0,1.815,17.898,29.023,35.54
-79.0,-56.0,1.695,18.488,29.989,36.55
-79.0,-55.0,1.514,17.506,29.132,36.746
-79.0,-54.0,1.38,16.961,28.802,37.263
-79.0,-53.0,1.259,16.457,28.53,37.839
-79.0,-52.0,1.138,15.954,28.257,38.415
-79.0,-51.0,1.018,15.523,28.044,38.954
-79.0,-50.0,0.925,16.032,28.602,39.009
-79.0,-49.0,0.831,16.542,29.161,39.065
-79.0,-48.0,0.742,17.038,29.691,39.079
-79.0,-47.0,0.657,17.524,30.2,39.064
-79.0,-46.0,0.572,18.011,30.708,39.048
-79.0,-45.0,0.915,17.672,30.268,39.088
-79.0,-44.0,1.266,17.318,29.811,39.129
-79.0,-43.0,1.588,16.952,29.354,39.178
-79.0,-42.0,1.881,16.573,28.897,39.234
-79.0,-41.0,2.185,16.158,28.397,39.279
-79.0,-40.0,2.085,17.146,29.584,39.782
-79.0,-39.0,1.985,18.133,30.771,40.285
-79.0,-38.0,1.885,19.121,31.958,40.787
-79.0,-37.0,1.752,20.237,33.285,41.287
-79.0,-36.0,1.539,21.665,34.947,41.78
-79.0,-35.0,1.399,21.582,34.902,41.755
-79.0,-34.0,1.242,21.133,34.484,41.694
-79.0,-33.0,1.079,20.533,33.913,41.617
-79.0,-32.0,0.915,19.934,33.341,41.54
-79.0,-31.0,0.752,19.334,32.769,41.463
-79.0,-30.0,0.601,18.771,32.371,41.806
-79.0,-29.0,0.449,18.207,31.968,42.137
-79.0,-28.0,0.34,17.291,31.188,42.44
-79.0,-27.0,0.275,16.014,30.021,42.714
-79.0,-26.0,0.211,14.759,28.876,42.983
-79.0,-25.0,0.22,14.764,28.881,42.988
-79.0,-24.0,0.229,14.77,28.886,42.994
-79.0,-23.0,0.265,14.766,28.846,42.919
-79.0,-22.0,0.335,14.749,28.746,42.738
-79.0,-21.0,0.405,14.732,28.647,42.557
-79.0,-20.0,0.454,14.706,28.549,42.386
-79.0,-19.0,0.501,14.68,28.452,42.216
-79.0,-18.0,0.548,14.653,28.354,42.046
-79.0,-17.0,0.602,14.626,28.248,41.86
-79.0,-16.0,0.726,14.58,28.036,41.482
-79.0,-15.0,0.612,14.615,28.219,41.81
-79.0,-14.0,0.554,14.593,28.23,41.854
-79.0,-13.0,0.502,14.564,28.224,41.871
-79.0,-12.0,0.45,14.536,28.219,41.889
-79.0,-11.0,0.397,14.508,28.213,41.906
-79.0,-10.0,0.372,14.517,28.255,41.981
-79.0,-9.0,0.397,14.597,28.385,42.167
-79.0,-8.0,0.422,14.678,28.516,42.352
-79.0,-7.0,0.42,14.771,28.697,42.627
-79.0,-6.0,0.411,14.867,28.894,42.928
-79.0,-5.0,0.401,14.964,29.091,43.23
-79.0,-4.0,0.471,14.925,29.209,43.291
-79.0,-3.0,0.573,14.832,29.296,43.258
-79.0,-2.0,0.675,14.739,29.382,43.225
-79.0,-1.0,0.757,14.651,29.486,43.231
-79.0,0.0,0.786,14.574,29.638,43.342
-79.0,1.0,0.816,14.497,29.791,43.454
-79.0,2.0,0.77,14.468,29.878,43.577
-79.0,3.0,0.695,14.458,29.942,43.705
-79.0,4.0,0.62,14.447,30.006,43.833
-79.0,5.0,0.561,14.445,30.07,43.953
-79.0,6.0,0.545,14.467,30.133,44.052
-79.0,7.0,0.528,14.488,30.196,44.152
-79.0,8.0,0.513,14.5,30.237,44.217
-79.0,9.0,0.502,14.479,30.201,44.169
-79.0,10.0,0.491,14.458,30.165,44.12
-79.0,11.0,0.468,14.43,30.133,44.085
-79.0,12.0,0.439,14.4,30.104,44.057
-79.0,13.0,0.409,14.37,30.075,44.029
-79.0,14.0,0.38,14.339,30.045,44.001
-79.0,15.0,0.351,14.313,30.024,43.984
-79.0,16.0,0.328,14.331,30.089,44.092
-79.0,17.0,0.322,14.349,30.135,44.162
-79.0,18.0,0.316,14.371,30.185,44.239
-79.0,19.0,0.312,14.393,30.236,44.315
-79.0,20.0,0.308,14.416,30.286,44.392
-79.0,21.0,0.302,14.433,30.327,44.455
-79.0,22.0,0.279,14.384,30.248,44.351
-79.0,23.0,0.256,14.335,30.17,44.248
-79.0,24.0,0.241,14.311,30.134,44.203
-79.0,25.0,0.232,14.306,30.131,44.203
-79.0,26.0,0.223,14.301,30.128,44.203
-79.0,27.0,0.186,14.257,30.078,44.148
-79.0,28.0,0.148,14.213,30.027,44.091
-79.0,29.0,0.124,14.197,30.019,44.091
-79.0,30.0,0.113,14.208,30.053,44.146
-79.0,31.0,0.103,14.219,30.088,44.2
-79.0,32.0,0.062,14.209,30.118,44.265
-79.0,33.0,0.022,14.2,30.148,44.33
-79.0,34.0,-0.019,14.19,30.178,44.394
-79.0,35.0,-0.056,14.183,30.211,44.46
-79.0,36.0,-0.084,14.185,30.249,44.529
-79.0,37.0,-0.139,14.37,30.211,44.638
-79.0,38.0,-0.19,14.569,30.208,44.792
-79.0,39.0,-0.241,14.773,30.22,44.966
-79.0,40.0,-0.292,14.977,30.232,45.139
-79.0,41.0,-0.342,15.181,30.243,45.313
-79.0,42.0,-0.273,15.151,30.125,45.1
-79.0,43.0,-0.206,15.127,30.01,44.898
-79.0,44.0,-0.13,15.109,29.899,44.695
-79.0,45.0,-0.044,15.098,29.791,44.493
-79.0,46.0,0.041,15.086,29.684,44.291
-79.0,47.0,0.106,15.07,29.587,44.112
-79.0,48.0,0.171,15.054,29.49,43.932
-79.0,49.0,0.222,15.004,29.44,43.8
-79.0,50.0,0.255,14.91,29.452,43.73
-79.0,51.0,0.287,14.815,29.464,43.661
-79.0,52.0,0.277,14.682,29.459,43.585
-79.0,53.0,0.263,14.545,29.453,43.509
-79.0,54.0,0.25,14.408,29.447,43.433
-79.0,55.0,0.228,14.253,29.462,43.379
-79.0,56.0,0.193,13.86,29.433,43.269
-79.0,57.0,0.118,14.4,29.88,43.693
-79.0,58.0,0.028,14.883,30.28,44.075
-79.0,59.0,-0.064,15.36,30.676,44.453
-79.0,60.0,-0.156,15.838,31.072,44.831
-79.0,61.0,-0.247,16.315,31.468,45.209
-79.0,62.0,-0.371,16.634,31.798,45.586
-79.0,63.0,-0.557,16.658,32.007,45.963
-79.0,64.0,-0.742,16.681,32.215,46.34
-79.0,65.0,-0.861,16.69,32.34,46.57
-79.0,66.0,-0.96,16.695,32.44,46.756
-79.0,67.0,-1.059,16.699,32.541,46.942
-79.0,68.0,-1.089,16.704,32.577,47.007
-79.0,69.0,-1.092,16.709,32.589,47.025
-79.0,70.0,-1.094,16.714,32.6,47.043
-79.0,71.0,-1.117,16.629,32.617,47.136
-79.0,72.0,-1.194,16.303,32.647,47.432
-79.0,73.0,-1.271,15.978,32.677,47.728
-79.0,74.0,-1.331,15.591,32.631,47.93
-79.0,75.0,-1.384,15.18,32.557,48.096
-79.0,76.0,-1.438,14.769,32.482,48.262
-79.0,77.0,-1.467,14.481,32.43,48.377
-79.0,78.0,-1.433,14.501,32.433,48.365
-79.0,79.0,-1.4,14.522,32.435,48.352
-79.0,80.0,-1.336,14.527,32.372,48.229
-79.0,81.0,-1.173,14.481,32.09,47.737
-79.0,82.0,-1.01,14.435,31.808,47.246
-79.0,83.0,-0.837,14.415,31.569,46.815
-79.0,84.0,-0.657,14.41,31.354,46.416
-79.0,85.0,-0.478,14.404,31.138,46.017
-79.0,86.0,-0.299,14.398,30.923,45.619
-79.0,87.0,-0.126,14.391,30.711,45.227
-79.0,88.0,-0.02,14.366,30.534,44.918
-79.0,89.0,-0.134,14.369,30.675,45.18
-79.0,90.0,-0.19,14.341,30.684,45.22
-79.0,91.0,-0.243,14.303,30.667,45.22
-79.0,92.0,-0.295,14.265,30.65,45.22
-79.0,93.0,-0.345,14.234,30.644,45.235
-79.0,94.0,-0.361,14.29,30.781,45.443
-79.0,95.0,-0.378,14.347,30.918,45.651
-79.0,96.0,-0.383,14.433,31.105,45.926
-79.0,97.0,-0.38,14.542,31.33,46.253
-79.0,98.0,-0.377,14.65,31.555,46.58
-79.0,99.0,-0.298,14.609,31.382,46.288
-79.0,100.0,-0.218,14.566,31.202,45.985
-79.0,101.0,-0.162,14.545,31.095,45.802
-79.0,102.0,-0.129,14.546,31.06,45.736
-79.0,103.0,-0.101,14.546,31.031,45.679
-79.0,104.0,0.086,14.538,30.803,45.255
-79.0,105.0,0.273,14.529,30.575,44.832
-79.0,106.0,0.46,14.521,30.347,44.408
-79.0,107.0,0.632,14.507,30.126,44.002
-79.0,108.0,0.768,14.483,29.92,43.636
-79.0,109.0,0.712,14.386,29.775,43.449
-79.0,110.0,0.647,14.344,29.639,43.313
-79.0,111.0,0.578,14.324,29.507,43.199
-79.0,112.0,0.51,14.305,29.375,43.085
-79.0,113.0,0.441,14.286,29.243,42.971
-79.0,114.0,0.463,14.421,29.302,43.104
-79.0,115.0,0.484,14.551,29.356,43.23
-79.0,116.0,0.516,14.738,29.389,43.357
-79.0,117.0,0.559,14.981,29.402,43.484
-79.0,118.0,0.603,15.218,29.418,43.612
-79.0,119.0,0.633,15.107,29.601,43.738
-79.0,120.0,0.662,14.996,29.783,43.864
-79.0,121.0,0.697,14.891,29.965,43.991
-79.0,122.0,0.737,14.795,30.147,44.117
-79.0,123.0,0.777,14.698,30.329,44.244
-79.0,124.0,0.735,14.647,30.303,44.217
-79.0,125.0,0.686,14.6,30.261,44.179
-79.0,126.0,0.638,14.553,30.219,44.141
-79.0,127.0,0.594,14.516,30.192,44.123
-79.0,128.0,0.553,14.497,30.199,44.153
-79.0,129.0,0.574,14.525,30.234,44.196
-79.0,130.0,0.656,14.596,30.289,44.237
-79.0,131.0,0.743,14.672,30.345,44.277
-79.0,132.0,0.83,14.747,30.402,44.318
-79.0,133.0,0.918,14.822,30.459,44.359
-79.0,134.0,1.0,14.872,30.468,44.332
-79.0,135.0,1.075,14.873,30.386,44.177
-79.0,136.0,1.15,14.874,30.304,44.022
-79.0,137.0,1.432,14.957,29.994,43.556
-79.0,138.0,1.777,15.065,29.615,42.997
-79.0,139.0,2.122,15.172,29.237,42.438
-79.0,140.0,2.469,15.307,28.894,41.942
-79.0,141.0,2.816,15.452,28.564,41.471
-79.0,142.0,3.164,15.598,28.235,41.0
-79.0,143.0,3.287,15.675,28.068,40.834
-79.0,144.0,2.814,15.572,28.333,41.48
-79.0,145.0,2.341,15.469,28.597,42.125
-79.0,146.0,1.925,15.422,28.919,42.827
-79.0,147.0,1.532,15.397,29.262,43.551
-79.0,148.0,1.139,15.372,29.605,44.275
-79.0,149.0,0.807,15.245,29.682,44.564
-79.0,150.0,0.634,14.86,29.086,43.749
-79.0,151.0,0.46,14.475,28.49,42.935
-79.0,152.0,0.274,14.043,27.812,42.003
-79.0,153.0,0.046,13.452,26.86,40.678
-79.0,154.0,-0.181,12.862,25.908,39.353
-79.0,155.0,-0.298,13.783,26.942,39.575
-79.0,156.0,-0.356,15.508,29.032,40.619
-79.0,157.0,-0.415,17.232,31.121,41.663
-79.0,158.0,-0.474,18.957,33.211,42.707
-79.0,159.0,-0.539,20.696,35.328,43.784
-79.0,160.0,-0.676,22.588,37.734,45.206
-79.0,161.0,-0.428,19.943,34.492,43.648
-79.0,162.0,-0.2,17.969,31.802,41.71
-79.0,163.0,0.051,15.888,28.869,39.386
-79.0,164.0,0.302,13.807,25.936,37.061
-79.0,165.0,0.543,11.883,23.221,34.909
-79.0,166.0,0.658,11.989,23.317,34.996
-79.0,167.0,0.773,12.095,23.413,35.083
-79.0,168.0,0.941,11.685,22.424,33.498
-79.0,169.0,1.15,10.886,20.616,30.651
-79.0,170.0,1.359,10.087,18.809,27.803
-79.0,171.0,1.353,9.371,17.839,27.443
-79.0,172.0,1.344,8.657,16.883,27.126
-79.0,173.0,1.31,7.938,15.811,26.322
-79.0,174.0,1.252,7.215,14.625,25.043
-79.0,175.0,1.19,6.467,13.407,23.749
-79.0,176.0,1.285,6.664,13.42,23.025
-79.0,177.0,1.38,6.86,13.433,22.302
-79.0,178.0,1.475,7.057,13.445,21.578
-79.0,179.0,1.564,7.3,13.567,21.047
-78.0,-159.0,0.82,11.393,21.847,32.497
-78.0,-158.0,0.723,11.603,22.342,33.263
-78.0,-157.0,0.626,11.813,22.836,34.028
-78.0,-156.0,0.551,11.911,23.13,34.547
-78.0,-155.0,0.492,11.929,23.28,34.891
-78.0,-154.0,0.432,11.947,23.431,35.235
-78.0,-153.0,0.377,12.185,23.963,36.074
-78.0,-152.0,0.326,12.684,24.948,37.501
-78.0,-151.0,0.279,13.002,25.608,38.491
-78.0,-150.0,0.234,13.173,26.004,39.129
-78.0,-149.0,0.19,13.344,26.401,39.767
-78.0,-148.0,0.146,13.515,26.797,40.406
-78.0,-147.0,0.126,13.563,26.924,40.623
-78.0,-146.0,0.132,13.459,26.7,40.258
-78.0,-145.0,0.094,13.517,26.781,40.289
-78.0,-144.0,0.056,13.574,26.863,40.32
-78.0,-143.0,0.018,13.632,26.944,40.35
-78.0,-142.0,-0.02,13.689,27.025,40.381
-78.0,-141.0,-0.002,13.714,27.036,40.358
-78.0,-140.0,0.032,13.589,26.752,39.921
-78.0,-139.0,0.06,13.384,26.319,39.259
-78.0,-138.0,0.089,13.18,25.885,38.597
-78.0,-137.0,0.118,12.975,25.451,37.935
-78.0,-136.0,0.141,12.884,25.248,37.622
-78.0,-135.0,0.156,12.934,25.332,37.741
-78.0,-134.0,0.18,13.057,25.553,38.058
-78.0,-133.0,0.21,13.24,25.888,38.542
-78.0,-132.0,0.239,13.423,26.223,39.026
-78.0,-131.0,0.265,13.603,26.556,39.508
-78.0,-130.0,0.285,13.78,26.885,39.988
-78.0,-129.0,0.304,13.958,27.213,40.467
-78.0,-128.0,0.331,14.124,27.514,40.901
-78.0,-127.0,0.319,14.349,27.968,41.584
-78.0,-126.0,0.357,14.775,28.163,40.924
-78.0,-125.0,0.437,15.372,28.14,39.129
-78.0,-124.0,0.491,15.785,28.001,37.513
-78.0,-123.0,0.516,15.999,27.737,36.092
-78.0,-122.0,0.512,16.302,27.447,34.294
-78.0,-121.0,0.687,16.059,27.32,34.817
-78.0,-120.0,0.862,15.816,27.193,35.34
-78.0,-119.0,1.019,15.446,26.874,35.655
-78.0,-118.0,1.17,15.039,26.503,35.912
-78.0,-117.0,1.321,14.633,26.132,36.169
-78.0,-116.0,1.541,15.401,26.773,36.005
-78.0,-115.0,1.751,16.011,27.278,35.897
-78.0,-114.0,1.922,16.424,27.446,35.323
-78.0,-113.0,2.08,16.778,27.511,34.605
-78.0,-112.0,2.412,16.546,26.915,33.833
-78.0,-111.0,2.878,15.863,25.808,33.019
-78.0,-110.0,3.344,15.179,24.701,32.206
-78.0,-109.0,3.794,14.436,23.522,31.336
-78.0,-108.0,4.208,13.551,22.17,30.335
-78.0,-107.0,4.82,13.264,21.351,29.333
-78.0,-106.0,5.317,13.151,20.751,28.35
-78.0,-105.0,5.763,13.113,20.244,27.376
-78.0,-104.0,6.209,13.075,19.738,26.401
-78.0,-103.0,6.392,13.11,19.631,26.151
-78.0,-102.0,6.234,13.24,20.039,26.835
-78.0,-101.0,6.099,13.356,20.399,27.437
-78.0,-100.0,6.039,13.43,20.603,27.772
-78.0,-99.0,5.965,13.522,20.857,28.188
-78.0,-98.0,5.989,13.475,20.739,27.998
-78.0,-97.0,6.012,13.427,20.62,27.809
-78.0,-96.0,5.966,13.4,20.61,27.816
-78.0,-95.0,5.667,13.445,20.991,28.532
-78.0,-94.0,5.369,13.49,21.371,29.249
-78.0,-93.0,4.245,13.464,22.407,31.351
-78.0,-92.0,3.255,13.449,23.336,33.227
-78.0,-91.0,2.184,13.479,24.434,35.397
-78.0,-90.0,1.039,13.55,25.687,37.835
-78.0,-89.0,0.285,13.319,25.964,38.619
-78.0,-88.0,-0.004,12.732,25.085,37.447
-78.0,-87.0,0.351,13.933,26.065,37.126
-78.0,-86.0,0.587,14.806,26.705,36.649
-78.0,-85.0,0.824,15.678,27.344,36.171
-78.0,-84.0,0.949,16.814,28.579,36.594
-78.0,-83.0,0.994,18.138,30.238,37.658
-78.0,-82.0,1.039,19.461,31.898,38.723
-78.0,-81.0,1.06,20.058,32.597,39.058
-78.0,-80.0,1.052,19.789,32.154,38.526
-78.0,-79.0,1.077,19.098,31.426,38.442
-78.0,-78.0,1.128,18.067,30.468,38.719
-78.0,-77.0,1.179,17.037,29.51,38.995
-78.0,-76.0,1.23,16.006,28.552,39.272
-78.0,-75.0,1.314,14.877,27.32,39.047
-78.0,-74.0,1.495,13.897,25.92,37.952
-78.0,-73.0,1.769,13.716,25.301,36.891
-78.0,-72.0,2.043,13.535,24.683,35.83
-78.0,-71.0,2.318,13.354,24.064,34.768
-78.0,-70.0,2.592,13.173,23.445,33.707
-78.0,-69.0,2.505,13.345,23.867,34.381
-78.0,-68.0,2.427,13.634,24.549,35.497
-78.0,-67.0,2.435,13.909,25.141,36.469
-78.0,-66.0,2.443,14.184,25.732,37.442
-78.0,-65.0,2.452,14.459,26.324,38.414
-78.0,-64.0,2.558,14.512,26.353,38.448
-78.0,-63.0,2.784,14.289,25.683,37.316
-78.0,-62.0,2.936,14.177,25.299,36.646
-78.0,-61.0,3.026,14.157,25.155,36.362
-78.0,-60.0,3.115,14.137,25.011,36.078
-78.0,-59.0,3.105,14.212,25.15,36.26
-78.0,-58.0,2.956,14.419,25.684,37.095
-78.0,-57.0,2.807,14.626,26.218,37.93
-78.0,-56.0,2.677,14.909,26.884,38.953
-78.0,-55.0,2.442,14.778,26.832,38.952
-78.0,-54.0,2.207,14.61,26.744,38.958
-78.0,-53.0,1.97,14.41,26.625,38.97
-78.0,-52.0,1.745,14.217,26.509,38.98
-78.0,-51.0,1.532,14.031,26.395,38.988
-78.0,-50.0,1.298,13.837,26.286,39.014
-78.0,-49.0,1.188,13.694,26.149,38.925
-78.0,-48.0,1.078,13.55,26.013,38.835
-78.0,-34.0,0.559,20.558,33.761,40.558
-78.0,-33.0,0.504,20.529,33.746,40.553
-78.0,-32.0,0.449,20.499,33.73,40.549
-78.0,-31.0,0.411,19.919,33.201,40.667
-78.0,-30.0,0.395,18.629,32.006,40.944
-78.0,-29.0,0.385,17.55,31.039,41.274
-78.0,-28.0,0.393,17.152,30.805,41.773
-78.0,-27.0,0.412,16.775,30.612,42.347
-78.0,-26.0,0.348,16.25,30.116,42.371
-78.0,-25.0,0.285,15.725,29.621,42.395
-78.0,-24.0,0.226,15.342,29.273,42.437
-78.0,-23.0,0.184,15.474,29.455,42.542
-78.0,-22.0,0.143,15.605,29.637,42.647
-78.0,-21.0,0.288,15.38,29.258,42.335
-78.0,-20.0,0.403,15.213,28.97,42.091
-78.0,-19.0,0.497,15.044,28.701,41.886
-78.0,-18.0,0.574,14.875,28.449,41.717
-78.0,-17.0,0.586,14.674,28.248,41.731
-78.0,-16.0,0.523,14.435,28.106,41.964
-78.0,-15.0,0.379,14.49,28.33,42.322
-78.0,-14.0,0.25,14.492,28.487,42.657
-78.0,-13.0,0.12,14.493,28.644,42.991
-78.0,-12.0,0.166,14.549,28.683,42.983
-78.0,-11.0,0.336,14.643,28.637,42.73
-78.0,-10.0,0.506,14.738,28.591,42.477
-78.0,-9.0,0.624,14.813,28.588,42.359
-78.0,-8.0,0.681,14.866,28.633,42.403
-78.0,-7.0,0.714,14.911,28.689,42.47
-78.0,-6.0,0.727,14.95,28.752,42.557
-78.0,-5.0,0.741,14.99,28.815,42.644
-78.0,-4.0,0.755,15.029,28.878,42.731
-78.0,-3.0,0.801,15.021,28.942,42.765
-78.0,-2.0,0.866,14.921,29.034,42.763
-78.0,-1.0,0.839,14.794,29.193,42.898
-78.0,0.0,0.812,14.667,29.352,43.034
-78.0,1.0,0.785,14.541,29.511,43.169
-78.0,2.0,0.758,14.414,29.67,43.305
-78.0,3.0,0.697,14.373,29.768,43.444
-78.0,4.0,0.628,14.372,29.842,43.585
-78.0,5.0,0.562,14.372,29.917,43.727
-78.0,6.0,0.496,14.373,29.993,43.87
-78.0,7.0,0.43,14.374,30.068,44.012
-78.0,8.0,0.389,14.366,30.095,44.071
-78.0,9.0,0.379,14.347,30.062,44.027
-78.0,10.0,0.374,14.333,30.035,43.989
-78.0,11.0,0.373,14.323,30.012,43.957
-78.0,12.0,0.372,14.313,29.99,43.925
-78.0,13.0,0.362,14.324,30.022,43.978
-78.0,14.0,0.342,14.364,30.131,44.149
-78.0,15.0,0.322,14.404,30.24,44.319
-78.0,16.0,0.311,14.438,30.326,44.453
-78.0,17.0,0.253,14.505,30.539,44.791
-78.0,18.0,0.21,14.577,30.742,45.109
-78.0,19.0,0.181,14.653,30.938,45.41
-78.0,20.0,0.149,14.713,31.104,45.669
-78.0,21.0,0.112,14.756,31.238,45.882
-78.0,22.0,0.064,14.804,31.396,46.136
-78.0,23.0,0.082,14.817,31.401,46.134
-78.0,24.0,0.099,14.829,31.406,46.132
-78.0,25.0,0.075,14.785,31.335,46.038
-78.0,26.0,0.04,14.724,31.243,45.918
-78.0,27.0,0.004,14.663,31.151,45.797
-78.0,28.0,-0.015,14.68,31.207,45.893
-78.0,29.0,-0.036,14.686,31.243,45.959
-78.0,30.0,-0.095,14.636,31.202,45.93
-78.0,31.0,-0.166,14.568,31.138,45.871
-78.0,32.0,-0.191,14.53,31.088,45.81
-78.0,33.0,-0.182,14.516,31.048,45.746
-78.0,34.0,-0.173,14.501,31.008,45.683
-78.0,35.0,-0.165,14.478,30.951,45.594
-78.0,36.0,-0.161,14.433,30.852,45.446
-78.0,37.0,-0.304,14.375,30.888,45.569
-78.0,38.0,-0.436,14.374,30.899,45.688
-78.0,39.0,-0.562,14.398,30.9,45.805
-78.0,40.0,-0.688,14.421,30.901,45.922
-78.0,41.0,-0.695,14.473,30.817,45.859
-78.0,42.0,-0.548,14.559,30.625,45.564
-78.0,43.0,-0.399,14.648,30.432,45.269
-78.0,44.0,-0.243,14.746,30.237,44.97
-78.0,45.0,-0.075,14.88,30.033,44.672
-78.0,46.0,0.011,14.748,29.903,44.37
-78.0,47.0,0.097,14.615,29.774,44.069
-78.0,48.0,0.175,14.486,29.658,43.793
-78.0,49.0,0.219,14.368,29.592,43.608
-78.0,50.0,0.264,14.25,29.527,43.423
-78.0,51.0,0.215,14.165,29.582,43.481
-78.0,52.0,0.18,14.075,29.618,43.5
-78.0,53.0,0.158,14.112,29.649,43.477
-78.0,54.0,0.145,14.267,29.676,43.416
-78.0,55.0,0.093,14.463,29.838,43.572
-78.0,56.0,-0.006,14.71,30.159,43.985
-78.0,57.0,-0.075,15.303,30.594,44.347
-78.0,58.0,-0.149,15.833,31.008,44.719
-78.0,59.0,-0.224,16.362,31.422,45.091
-78.0,60.0,-0.292,16.602,31.664,45.361
-78.0,61.0,-0.354,16.634,31.784,45.559
-78.0,62.0,-0.417,16.667,31.904,45.756
-78.0,63.0,-0.527,16.69,32.046,46.006
-78.0,64.0,-0.692,16.701,32.214,46.317
-78.0,65.0,-0.768,16.697,32.273,46.434
-78.0,66.0,-0.771,16.679,32.244,46.394
-78.0,67.0,-0.774,16.661,32.215,46.354
-78.0,68.0,-0.777,16.644,32.186,46.315
-78.0,69.0,-0.776,16.632,32.163,46.283
-78.0,70.0,-0.769,16.529,32.145,46.323
-78.0,71.0,-0.765,16.172,32.105,46.509
-78.0,72.0,-0.761,15.815,32.066,46.695
-78.0,73.0,-0.758,15.458,32.026,46.881
-78.0,74.0,-0.754,15.101,31.987,47.067
-78.0,75.0,-0.798,14.725,31.935,47.247
-78.0,76.0,-0.796,14.532,31.772,47.092
-78.0,77.0,-0.757,14.447,31.549,46.747
-78.0,78.0,-0.717,14.363,31.325,46.402
-78.0,79.0,-0.678,14.278,31.102,46.057
-78.0,80.0,-0.594,14.209,30.861,45.664
-78.0,81.0,-0.454,14.16,30.599,45.213
-78.0,82.0,-0.375,14.118,30.422,44.915
-78.0,83.0,-0.346,14.083,30.317,44.745
-78.0,84.0,-0.316,14.047,30.211,44.575
-78.0,85.0,-0.268,14.007,30.072,44.346
-78.0,86.0,-0.194,13.961,29.885,44.035
-78.0,87.0,-0.119,13.914,29.697,43.724
-78.0,88.0,-0.016,13.856,29.456,43.32
-78.0,89.0,-0.065,13.86,29.512,43.425
-78.0,90.0,-0.113,13.937,29.729,43.767
-78.0,91.0,-0.16,14.078,30.082,44.306
-78.0,92.0,-0.22,14.207,30.427,44.842
-78.0,93.0,-0.294,14.325,30.763,45.373
-78.0,94.0,-0.383,14.444,31.121,45.941
-78.0,95.0,-0.38,14.554,31.35,46.275
-78.0,96.0,-0.376,14.665,31.58,46.609
-78.0,97.0,-0.338,14.746,31.709,46.781
-78.0,98.0,-0.289,14.82,31.81,46.907
-78.0,99.0,-0.24,14.894,31.912,47.034
-78.0,100.0,-0.112,14.786,31.537,46.426
-78.0,101.0,0.006,14.703,31.226,45.917
-78.0,102.0,0.124,14.623,30.922,45.418
-78.0,103.0,0.242,14.543,30.621,44.921
-78.0,104.0,0.32,14.475,30.39,44.546
-78.0,105.0,0.367,14.416,30.213,44.266
-78.0,106.0,0.414,14.357,30.036,43.986
-78.0,107.0,0.45,14.289,29.853,43.701
-78.0,108.0,0.461,14.201,29.657,43.407
-78.0,109.0,0.461,14.165,29.582,43.296
-78.0,110.0,0.455,14.11,29.472,43.135
-78.0,111.0,0.446,14.047,29.348,42.953
-78.0,112.0,0.437,13.983,29.223,42.771
-78.0,113.0,0.454,14.044,29.13,42.682
-78.0,114.0,0.505,14.267,29.077,42.715
-78.0,115.0,0.559,14.494,29.025,42.747
-78.0,116.0,0.625,14.734,28.973,42.777
-78.0,117.0,0.687,15.02,28.868,42.775
-78.0,118.0,0.779,14.973,29.153,43.015
-78.0,119.0,0.871,14.926,29.437,43.254
-78.0,120.0,0.956,14.877,29.717,43.492
-78.0,121.0,1.017,14.816,29.981,43.721
-78.0,122.0,1.078,14.756,30.245,43.95
-78.0,123.0,1.011,14.744,30.199,43.936
-78.0,124.0,0.965,14.724,30.203,43.962
-78.0,125.0,0.915,14.701,30.204,43.986
-78.0,126.0,0.86,14.675,30.204,44.011
-78.0,127.0,0.768,14.559,30.06,43.841
-78.0,128.0,0.632,14.336,29.746,43.441
-78.0,129.0,0.634,14.333,29.738,43.43
-78.0,130.0,0.611,14.29,29.674,43.348
-78.0,131.0,0.588,14.247,29.609,43.266
-78.0,132.0,0.621,14.324,29.735,43.438
-78.0,133.0,0.693,14.486,29.996,43.789
-78.0,134.0,0.765,14.649,30.256,44.141
-78.0,135.0,0.835,14.741,30.371,44.278
-78.0,136.0,0.902,14.749,30.312,44.158
-78.0,137.0,0.977,14.695,29.942,43.703
-78.0,138.0,1.057,14.591,29.323,42.978
-78.0,139.0,1.137,14.487,28.704,42.253
-78.0,140.0,1.217,14.383,28.085,41.527
-78.0,141.0,1.394,14.367,27.559,40.881
-78.0,142.0,1.681,14.545,27.418,40.678
-78.0,143.0,1.817,14.819,27.829,41.232
-78.0,144.0,1.952,15.094,28.24,41.786
-78.0,145.0,2.087,15.368,28.651,42.34
-78.0,146.0,2.223,15.643,29.063,42.894
-78.0,147.0,1.999,15.707,29.414,43.543
-78.0,148.0,1.872,15.535,29.199,43.282
-78.0,149.0,1.881,15.277,28.674,42.482
-78.0,150.0,1.89,15.018,28.15,41.681
-78.0,151.0,1.899,14.76,27.625,40.881
-78.0,152.0,1.795,14.364,26.94,39.895
-78.0,153.0,1.551,13.799,26.056,38.681
-78.0,154.0,1.139,13.27,25.412,37.919
-78.0,155.0,0.584,12.773,24.972,37.537
