Lat,Long,Top of upper,top of middle,top of lower,bottom of lower
36.0,91.0,-4.586,12.579,33.179,64.075
36.0,92.0,-4.326,12.578,32.86,63.279
36.0,93.0,-4.165,12.566,32.646,62.755
36.0,94.0,-4.073,12.5,32.387,62.21
36.0,95.0,-4.068,12.719,32.861,63.071
36.0,96.0,-3.848,12.753,32.674,62.556
36.0,97.0,-2.381,13.481,32.521,61.087
36.0,98.0,-3.612,12.166,31.1,59.503
36.0,99.0,-3.652,11.706,30.134,57.777
36.0,100.0,-3.203,11.454,29.045,55.433
36.0,101.0,-3.073,10.69,27.205,51.976
36.0,102.0,-2.827,12.934,30.139,50.822
36.0,103.0,-0.882,20.114,38.719,46.834
36.0,104.0,-1.219,19.953,38.711,46.895
36.0,105.0,-1.209,22.445,43.408,52.546
36.0,106.0,-0.097,23.868,45.107,54.366
36.0,107.0,3.413,23.98,42.207,50.156
36.0,108.0,3.798,22.46,39.009,46.217
36.0,109.0,3.259,21.014,36.753,43.618
36.0,110.0,2.018,20.857,37.562,44.84
36.0,111.0,0.744,21.239,39.406,47.326
36.0,112.0,0.448,20.393,38.067,45.777
36.0,113.0,1.311,19.244,35.13,42.063
36.0,114.0,2.158,14.66,29.066,41.396
36.0,115.0,2.357,13.467,27.746,42.027
36.0,116.0,0.954,13.424,28.562,43.0
36.0,117.0,0.34,13.796,28.938,42.395
36.0,118.0,0.007,13.174,27.995,41.164
36.0,119.0,0.404,13.095,27.397,40.089
36.0,120.0,0.718,13.843,27.42,39.986
36.0,127.0,-0.14,12.706,25.168,37.635
36.0,128.0,-0.106,12.669,25.075,37.48
36.0,129.0,0.341,12.921,25.248,37.364
36.0,137.0,0.037,14.81,29.112,43.396
36.0,138.0,-0.711,13.698,26.061,37.755
36.0,139.0,0.253,14.341,26.202,37.324
36.0,140.0,0.848,14.042,25.148,35.562
37.0,-122.0,2.253,7.182,14.515,25.884
37.0,-121.0,1.223,11.776,23.785,33.688
37.0,-120.0,0.883,18.016,33.412,42.737
37.0,-119.0,-1.467,12.656,26.258,38.502
37.0,-118.0,-1.782,11.055,23.888,37.115
37.0,-117.0,-1.386,11.263,23.913,36.954
37.0,-116.0,-1.452,10.046,21.534,33.382
37.0,-115.0,-1.338,10.314,21.971,33.981
37.0,-114.0,-0.426,11.726,23.879,36.396
37.0,-113.0,-0.127,14.166,28.457,43.177
37.0,-112.0,0.419,15.874,31.127,45.9
37.0,-111.0,0.345,19.18,36.305,45.995
37.0,-110.0,0.479,21.609,40.286,49.453
37.0,-109.0,0.878,22.068,40.73,51.331
37.0,-108.0,-0.389,22.587,42.831,54.323
37.0,-107.0,-0.377,21.317,40.724,55.495
37.0,-106.0,-2.172,16.899,34.331,52.311
37.0,-105.0,-1.179,18.038,35.441,50.334
37.0,-104.0,-1.045,20.649,39.918,49.193
37.0,-103.0,-0.412,21.138,40.23,48.562
37.0,-102.0,1.095,21.451,39.494,47.366
37.0,-101.0,1.769,20.804,38.438,47.756
37.0,-100.0,1.995,16.558,32.879,47.28
37.0,-99.0,2.061,16.063,31.814,45.816
37.0,-98.0,1.83,15.439,30.746,44.359
37.0,-97.0,1.537,14.594,29.28,42.347
37.0,-96.0,0.941,13.906,28.492,41.465
37.0,-95.0,0.206,13.235,27.889,40.918
37.0,-94.0,0.044,13.62,28.896,42.472
37.0,-93.0,0.035,15.25,32.371,47.593
37.0,-92.0,0.046,16.495,34.998,51.455
37.0,-91.0,0.225,16.352,34.496,50.628
37.0,-90.0,0.493,16.596,34.716,50.82
37.0,-89.0,2.363,15.424,30.124,43.185
37.0,-88.0,2.131,15.555,30.655,44.079
37.0,-87.0,1.605,16.396,33.034,47.822
37.0,-86.0,1.192,17.082,34.969,50.857
37.0,-85.0,1.217,17.263,35.319,51.365
37.0,-84.0,1.981,17.068,33.211,46.599
37.0,-83.0,-0.04,19.044,36.538,47.47
37.0,-82.0,-0.119,21.038,39.673,50.254
37.0,-81.0,-0.065,21.787,41.03,51.96
37.0,-80.0,0.077,21.823,40.975,51.848
37.0,-79.0,-0.292,19.408,36.952,47.442
37.0,-78.0,0.204,13.933,27.899,41.003
37.0,-77.0,0.776,13.586,26.782,39.592
37.0,-76.0,1.951,13.146,24.473,35.279
37.0,-7.0,1.065,12.077,23.729,36.942
37.0,-6.0,0.754,13.176,25.596,38.397
37.0,-5.0,1.3,12.166,23.028,34.225
37.0,-4.0,1.3,11.572,21.842,32.42
37.0,-3.0,0.952,14.497,27.102,36.855
37.0,9.0,1.62,12.373,22.762,31.949
37.0,10.0,3.665,13.914,23.407,29.524
37.0,14.0,4.637,14.903,25.172,35.748
37.0,15.0,6.44,13.841,22.302,33.045
37.0,22.0,8.945,15.932,23.967,37.391
37.0,23.0,7.443,17.274,27.429,38.508
37.0,28.0,2.654,14.117,25.55,37.207
37.0,29.0,2.366,18.561,33.156,40.817
37.0,30.0,1.478,19.205,34.908,41.758
37.0,31.0,1.741,19.131,34.542,41.261
37.0,32.0,0.272,18.441,34.552,41.57
37.0,33.0,0.255,18.94,35.514,42.733
37.0,34.0,0.052,19.03,35.862,43.193
37.0,35.0,0.915,17.04,32.049,42.318
37.0,36.0,0.69,17.598,32.941,41.514
37.0,37.0,0.49,18.493,34.449,41.41
37.0,38.0,1.012,18.853,34.668,41.563
37.0,39.0,1.429,18.694,33.993,40.667
37.0,40.0,1.544,18.385,33.265,40.814
37.0,41.0,1.946,19.248,34.5,43.148
37.0,42.0,2.154,19.052,34.721,44.49
37.0,43.0,-0.062,16.762,33.583,45.407
37.0,44.0,-1.429,19.285,38.111,47.391
37.0,45.0,-1.423,19.491,38.031,46.104
37.0,46.0,-1.513,19.446,38.02,46.116
37.0,47.0,-1.769,19.236,37.851,45.973
37.0,48.0,-1.567,19.491,38.166,46.303
37.0,49.0,-0.741,19.769,37.953,45.877
37.0,50.0,3.014,19.464,34.74,47.162
37.0,51.0,7.716,21.837,35.138,47.413
37.0,52.0,9.846,20.474,30.621,41.024
37.0,53.0,13.214,21.306,29.416,40.779
37.0,54.0,12.623,20.586,29.12,44.851
37.0,55.0,2.935,15.91,29.228,43.305
37.0,56.0,0.028,17.396,33.6,43.791
37.0,57.0,-0.521,18.388,35.556,43.992
37.0,58.0,-0.629,18.146,35.534,44.835
37.0,59.0,0.074,16.925,32.877,42.223
37.0,60.0,5.209,18.07,30.486,38.3
37.0,61.0,5.034,20.627,34.696,41.31
37.0,62.0,4.705,19.991,33.789,40.384
37.0,63.0,4.904,18.425,30.907,37.512
37.0,64.0,5.075,17.826,29.951,37.17
37.0,65.0,4.898,19.138,32.841,41.352
37.0,66.0,2.544,19.696,35.014,41.991
37.0,67.0,3.665,22.631,39.443,46.769
37.0,68.0,4.484,23.372,40.115,47.412
37.0,69.0,6.405,24.813,41.121,48.232
37.0,70.0,4.577,20.867,36.599,48.718
37.0,71.0,-3.176,10.378,26.646,51.038
37.0,72.0,-4.247,10.748,28.738,55.728
37.0,73.0,-4.175,10.323,27.728,53.841
37.0,74.0,-4.35,10.775,28.938,56.177
37.0,75.0,-4.483,11.356,30.378,58.905
37.0,76.0,-4.433,11.72,31.114,60.203
37.0,77.0,-4.27,11.707,30.885,59.646
37.0,78.0,-3.948,12.245,31.085,57.547
37.0,79.0,2.819,26.832,48.592,59.99
37.0,80.0,2.667,26.541,47.7,56.927
37.0,81.0,2.045,25.443,46.176,55.222
37.0,82.0,-0.092,23.231,43.896,52.908
37.0,83.0,-2.034,20.289,40.064,48.685
37.0,84.0,-0.123,20.34,38.773,47.99
37.0,85.0,-2.858,11.917,28.922,52.242
37.0,86.0,-3.924,10.64,28.115,54.327
37.0,87.0,-4.644,10.626,28.947,56.427
37.0,88.0,-4.66,10.616,28.943,56.43
37.0,89.0,-4.263,10.574,28.379,55.085
37.0,90.0,-4.093,10.998,29.108,56.275
37.0,91.0,-3.428,11.052,28.423,54.477
37.0,92.0,-2.509,11.849,29.07,54.903
37.0,93.0,-1.015,13.508,30.933,57.069
37.0,94.0,-0.648,13.472,30.416,55.831
37.0,95.0,-1.618,13.176,30.933,57.569
37.0,96.0,-2.18,12.843,30.875,57.928
37.0,97.0,-3.129,12.023,30.203,57.477
37.0,98.0,-3.612,11.23,29.038,55.753
37.0,99.0,-3.622,10.569,27.599,53.146
37.0,100.0,-3.329,9.778,25.511,49.115
37.0,101.0,-3.193,10.516,26.971,51.657
37.0,102.0,-2.665,16.692,35.796,52.058
37.0,103.0,-0.933,21.121,40.666,49.19
37.0,104.0,-1.014,21.206,40.898,49.485
37.0,105.0,-0.377,22.305,42.407,51.171
37.0,106.0,0.07,23.96,45.139,54.362
37.0,107.0,3.515,24.126,42.4,50.358
37.0,108.0,4.592,22.968,39.265,46.363
37.0,109.0,3.633,22.365,38.972,46.214
37.0,110.0,2.388,21.977,39.351,46.917
37.0,111.0,1.383,20.967,38.331,45.893
37.0,112.0,0.856,20.915,38.691,46.443
37.0,113.0,1.476,19.511,35.493,42.464
37.0,114.0,1.636,15.646,30.039,39.889
37.0,115.0,1.248,11.552,24.807,38.055
37.0,116.0,2.143,12.947,26.843,40.738
37.0,117.0,1.802,13.947,28.048,40.968
37.0,118.0,1.802,14.098,27.932,40.228
37.0,119.0,1.632,13.66,27.199,39.227
37.0,120.0,0.632,13.105,27.084,39.521
37.0,121.0,0.641,12.644,25.101,36.618
37.0,122.0,1.165,13.639,26.113,37.855
37.0,127.0,-0.103,13.336,26.434,39.411
37.0,128.0,-0.273,13.001,25.888,38.768
37.0,129.0,0.332,11.245,22.515,34.715
37.0,137.0,0.587,12.453,23.968,35.484
37.0,138.0,-0.612,12.542,25.369,38.323
37.0,139.0,-0.359,13.946,26.779,39.188
37.0,140.0,-0.13,14.388,26.609,38.071
38.0,-123.0,2.7,5.906,10.913,20.006
38.0,-122.0,2.312,9.737,17.891,24.334
38.0,-121.0,1.46,14.48,25.952,32.47
38.0,-120.0,-0.967,11.12,22.575,32.225
38.0,-119.0,-1.733,10.946,23.624,36.693
38.0,-118.0,-1.704,12.885,27.472,42.504
38.0,-117.0,-1.73,11.855,25.439,39.426
38.0,-116.0,-1.538,11.954,25.443,39.347
38.0,-115.0,-1.681,11.293,24.276,37.644
38.0,-114.0,-1.343,11.439,24.222,37.385
38.0,-113.0,-0.913,12.671,26.246,40.239
38.0,-112.0,-0.57,13.731,27.987,42.494
38.0,-111.0,-0.031,18.111,34.623,44.952
38.0,-110.0,0.616,21.381,39.674,49.956
38.0,-109.0,-0.656,21.055,40.173,51.031
38.0,-108.0,-2.117,20.491,40.596,54.407
38.0,-107.0,-2.392,18.303,37.175,56.096
38.0,-106.0,-2.411,16.957,34.663,52.921
38.0,-105.0,-0.862,18.24,35.527,50.019
38.0,-104.0,0.032,21.162,39.901,48.238
38.0,-103.0,0.002,20.894,39.407,47.473
38.0,-102.0,0.59,21.527,40.087,48.176
38.0,-101.0,0.967,20.348,38.586,48.79
38.0,-100.0,1.204,16.204,33.081,48.08
38.0,-99.0,1.218,14.531,29.501,42.814
38.0,-98.0,1.268,14.254,28.857,41.842
38.0,-97.0,0.929,13.514,27.67,40.25
38.0,-96.0,0.483,13.507,28.158,41.176
38.0,-95.0,0.202,14.814,31.245,45.856
38.0,-94.0,0.087,14.826,31.403,46.137
38.0,-93.0,0.094,16.183,34.284,50.383
38.0,-92.0,0.096,16.43,34.802,51.14
38.0,-91.0,0.261,16.42,34.597,50.756
38.0,-90.0,0.688,16.536,34.368,50.217
38.0,-89.0,1.827,16.042,32.036,46.252
38.0,-88.0,3.322,15.884,30.018,42.589
38.0,-87.0,2.684,16.851,32.784,46.949
38.0,-86.0,1.729,17.491,35.218,50.969
38.0,-85.0,0.915,17.115,35.341,51.537
38.0,-84.0,1.146,16.229,33.194,48.278
38.0,-83.0,2.145,17.03,33.77,48.654
38.0,-82.0,2.984,20.452,36.88,47.755
38.0,-81.0,3.349,21.222,36.966,45.905
38.0,-80.0,2.455,20.83,37.014,46.204
38.0,-79.0,1.343,19.175,35.24,45.363
38.0,-78.0,-0.188,13.626,27.753,41.221
38.0,-77.0,0.78,13.865,27.343,40.428
38.0,-76.0,1.744,13.68,25.913,37.729
38.0,-8.0,0.064,9.939,19.811,29.989
38.0,-7.0,-0.088,11.473,23.026,34.932
38.0,-6.0,0.273,13.016,25.757,38.891
38.0,-5.0,-0.309,12.415,25.145,38.26
38.0,-4.0,-0.265,12.772,25.807,39.236
38.0,-3.0,-0.353,14.529,28.366,39.087
38.0,-2.0,0.678,15.499,28.942,38.125
38.0,-1.0,3.203,12.418,22.092,32.939
38.0,13.0,3.176,9.03,15.999,28.652
38.0,14.0,2.492,10.77,19.893,33.498
38.0,15.0,4.072,11.075,19.174,31.175
38.0,21.0,7.804,16.177,25.375,36.433
38.0,22.0,4.075,15.585,27.093,38.943
38.0,23.0,4.433,15.867,27.302,39.087
38.0,24.0,3.511,14.571,25.624,36.387
38.0,27.0,2.48,15.148,27.646,39.675
38.0,28.0,0.466,15.873,29.915,38.067
38.0,29.0,0.396,18.822,35.154,42.27
38.0,30.0,0.385,19.675,36.772,44.225
38.0,31.0,-0.198,18.789,35.617,42.953
38.0,32.0,-0.176,18.062,34.231,41.282
38.0,33.0,0.003,18.163,34.266,41.285
38.0,34.0,0.042,17.797,33.541,40.401
38.0,35.0,-1.074,17.89,34.704,42.028
38.0,36.0,-1.239,18.031,35.106,42.551
38.0,37.0,-1.363,18.473,36.046,43.711
38.0,38.0,-1.08,17.783,34.502,41.79
38.0,39.0,-0.941,18.65,36.011,43.583
38.0,40.0,-0.929,19.431,37.442,46.065
38.0,41.0,-1.056,18.314,35.45,43.635
38.0,42.0,-1.332,18.637,36.304,44.647
38.0,43.0,-1.651,18.618,37.05,46.207
38.0,44.0,-1.943,20.371,40.141,48.762
38.0,45.0,-1.332,21.898,42.471,51.443
38.0,46.0,-1.41,21.083,41.012,49.702
38.0,47.0,-1.43,20.635,40.186,48.71
38.0,48.0,-1.147,20.283,39.5,48.414
38.0,54.0,14.263,20.728,28.314,45.06
38.0,55.0,9.786,21.985,34.219,43.225
38.0,56.0,0.98,14.469,28.318,41.321
38.0,57.0,0.62,14.641,28.798,40.013
38.0,58.0,2.212,16.198,30.177,39.994
38.0,59.0,3.241,17.593,31.944,42.024
38.0,60.0,5.197,18.632,32.103,41.909
38.0,61.0,4.961,18.644,32.697,45.967
38.0,62.0,5.056,17.937,30.992,41.792
38.0,63.0,5.103,17.248,29.526,39.357
38.0,64.0,4.712,16.252,28.01,38.209
38.0,65.0,4.096,16.882,29.904,41.157
38.0,66.0,3.735,19.496,35.263,46.311
38.0,67.0,5.769,23.24,39.536,48.571
38.0,68.0,4.945,22.77,39.596,49.348
38.0,69.0,3.033,21.325,39.124,50.615
38.0,70.0,0.577,17.458,35.203,51.821
38.0,71.0,-1.819,11.665,27.837,52.092
38.0,72.0,-4.402,11.481,30.539,59.134
38.0,73.0,-4.488,11.082,29.765,57.795
38.0,74.0,-4.299,11.594,30.656,59.257
38.0,75.0,-4.075,11.884,31.03,59.754
38.0,76.0,-3.575,11.972,30.628,58.614
38.0,77.0,-1.042,18.547,38.601,58.285
38.0,78.0,3.882,27.778,48.953,58.18
38.0,79.0,2.695,24.573,43.964,52.41
38.0,80.0,2.965,24.03,42.699,50.835
38.0,81.0,3.975,24.886,43.419,51.495
38.0,82.0,4.62,24.522,42.165,49.854
38.0,83.0,4.225,23.75,41.067,48.61
38.0,84.0,3.737,22.347,38.848,46.037
38.0,85.0,1.686,18.427,34.915,48.808
38.0,86.0,-0.464,16.146,33.412,51.276
38.0,87.0,-2.286,13.262,30.342,51.202
38.0,88.0,-4.116,12.007,29.699,51.239
38.0,89.0,-3.553,17.997,37.59,48.074
38.0,90.0,-2.899,12.883,30.014,50.241
38.0,91.0,-1.844,11.317,27.11,50.797
38.0,92.0,0.352,14.125,30.65,55.436
38.0,93.0,2.041,16.072,32.906,58.154
38.0,94.0,1.312,14.727,30.824,54.971
38.0,95.0,-2.651,11.715,28.955,54.814
38.0,96.0,-3.159,11.882,29.931,57.005
38.0,97.0,-3.62,11.786,30.27,57.994
38.0,98.0,-3.96,11.342,29.701,57.237
38.0,99.0,-3.726,11.711,29.465,53.772
38.0,100.0,-2.728,19.558,40.505,54.508
38.0,101.0,-2.404,18.607,38.271,51.098
38.0,102.0,-1.691,21.043,41.189,49.972
38.0,103.0,-0.447,22.17,42.219,50.961
38.0,104.0,-0.605,21.126,40.387,48.783
38.0,105.0,0.048,22.219,41.871,50.435
38.0,106.0,0.591,23.791,44.361,53.314
38.0,107.0,3.396,23.475,41.27,49.026
38.0,108.0,4.193,22.845,39.385,46.588
38.0,109.0,3.159,22.696,40.017,47.564
38.0,110.0,2.204,22.507,40.5,48.347
38.0,111.0,1.017,20.973,38.661,46.369
38.0,112.0,0.075,20.367,38.353,46.195
38.0,113.0,-0.155,19.946,37.764,45.531
38.0,114.0,0.177,15.816,32.072,43.5
38.0,115.0,1.079,12.681,27.6,42.521
38.0,116.0,2.902,13.999,28.269,42.549
38.0,117.0,3.945,13.408,25.311,37.025
38.0,118.0,4.916,14.592,24.91,34.735
38.0,125.0,0.351,13.809,27.086,39.929
38.0,126.0,-0.004,13.145,25.975,38.668
38.0,127.0,-0.249,12.668,25.202,37.747
38.0,128.0,-0.513,13.19,26.499,39.799
38.0,139.0,0.042,11.321,22.804,35.328
38.0,140.0,-0.102,13.052,24.678,35.841
38.0,141.0,0.102,13.12,24.08,34.353
39.0,-123.0,2.241,10.121,18.567,27.725
39.0,-122.0,2.3,14.649,25.661,32.374
39.0,-121.0,0.001,16.123,30.658,40.204
39.0,-120.0,-1.59,15.654,31.714,44.254
39.0,-119.0,-1.989,12.463,26.905,41.789
39.0,-118.0,-1.583,11.405,24.38,37.748
39.0,-117.0,-1.785,11.374,24.539,38.093
39.0,-116.0,-1.842,11.877,25.606,39.742
39.0,-115.0,-1.944,11.8,25.555,39.716
39.0,-114.0,-1.943,11.09,24.121,37.551
39.0,-113.0,-1.304,11.017,23.333,36.028
39.0,-112.0,-0.942,11.446,23.828,36.588
39.0,-111.0,-0.344,13.329,26.487,38.322
39.0,-110.0,0.935,21.237,39.293,50.197
39.0,-109.0,-0.048,21.755,41.059,53.224
39.0,-108.0,-1.564,18.942,37.541,54.928
39.0,-107.0,-2.443,17.761,36.236,55.281
39.0,-106.0,-2.247,17.328,35.157,52.193
39.0,-105.0,0.224,20.463,38.506,48.487
39.0,-104.0,0.814,21.729,40.27,48.352
39.0,-103.0,0.7,20.661,38.874,47.913
39.0,-102.0,0.462,16.758,33.864,47.009
39.0,-101.0,0.566,16.525,33.467,46.811
39.0,-100.0,0.717,14.46,29.926,43.668
39.0,-99.0,0.841,13.063,26.818,39.043
39.0,-98.0,0.982,12.604,25.689,37.319
39.0,-97.0,0.685,12.447,25.689,37.452
39.0,-96.0,0.356,13.424,28.136,41.209
39.0,-95.0,0.252,14.202,29.904,43.857
39.0,-94.0,0.222,15.128,31.894,46.795
39.0,-93.0,0.252,16.049,33.824,49.632
39.0,-92.0,0.237,16.282,34.34,50.386
39.0,-91.0,0.616,16.966,35.355,51.696
39.0,-90.0,1.101,16.74,34.336,49.97
39.0,-89.0,1.903,16.597,33.139,47.836
39.0,-88.0,2.797,17.188,33.39,47.789
39.0,-87.0,1.907,17.666,35.388,51.148
39.0,-86.0,1.251,17.318,35.389,51.455
39.0,-85.0,0.826,16.74,34.645,50.554
39.0,-84.0,0.635,15.945,33.175,48.485
39.0,-83.0,0.801,16.43,33.852,49.145
39.0,-82.0,3.642,20.131,35.851,46.552
39.0,-81.0,5.088,21.225,35.44,43.512
39.0,-80.0,5.645,20.829,34.209,41.803
39.0,-79.0,3.899,20.181,34.523,42.666
39.0,-78.0,-0.254,17.823,33.887,43.422
39.0,-77.0,0.525,13.402,26.381,38.319
39.0,-76.0,1.031,12.775,24.87,36.612
39.0,-75.0,2.247,12.354,22.768,32.878
39.0,-9.0,1.677,6.982,12.876,20.069
39.0,-8.0,0.306,9.008,17.713,26.679
39.0,-7.0,-0.321,11.115,22.546,34.328
39.0,-6.0,-0.405,11.735,23.866,36.377
39.0,-5.0,-0.598,11.905,24.407,37.278
39.0,-4.0,-0.358,12.373,25.107,38.22
39.0,-3.0,0.488,15.277,29.03,39.637
39.0,-2.0,1.368,15.296,27.991,36.837
39.0,-1.0,1.876,10.892,19.875,28.782
39.0,16.0,2.569,10.964,19.476,28.837
39.0,21.0,3.37,17.058,30.192,40.376
39.0,22.0,0.852,15.608,29.798,41.795
39.0,23.0,1.354,14.239,27.131,40.407
39.0,27.0,0.484,11.337,22.185,33.368
39.0,28.0,-0.266,12.204,24.383,35.632
39.0,29.0,-0.373,14.879,29.298,40.324
39.0,30.0,-0.582,19.543,37.377,45.157
39.0,31.0,-0.122,17.614,33.331,40.188
39.0,32.0,0.094,17.073,32.122,38.688
39.0,33.0,0.394,17.523,32.7,39.323
39.0,34.0,-0.142,18.028,34.134,41.159
39.0,35.0,-1.142,18.105,35.167,42.604
39.0,36.0,-1.475,17.895,35.064,42.542
39.0,37.0,-1.587,18.293,35.906,43.585
39.0,38.0,-1.435,17.762,34.776,42.191
39.0,39.0,-1.543,17.918,35.166,42.684
39.0,40.0,-1.606,17.875,35.141,42.672
39.0,41.0,-1.699,17.286,34.112,41.448
39.0,42.0,-1.709,18.585,36.566,44.402
39.0,43.0,-2.037,18.41,36.53,44.429
39.0,44.0,-1.866,20.268,39.887,48.443
39.0,45.0,-1.553,22.117,43.102,52.255
39.0,46.0,-1.746,21.397,41.919,50.864
39.0,47.0,-1.523,20.464,39.949,48.435
39.0,48.0,0.321,19.296,37.399,48.289
39.0,54.0,10.03,20.204,30.915,43.58
39.0,55.0,5.56,18.294,31.411,44.069
39.0,56.0,2.22,15.022,28.203,40.782
39.0,57.0,4.414,16.475,28.691,38.64
39.0,58.0,4.673,16.788,29.061,39.134
39.0,59.0,4.663,16.556,28.664,39.149
39.0,60.0,3.754,16.32,29.178,40.881
39.0,61.0,3.708,17.145,30.989,44.426
39.0,62.0,4.422,15.849,27.62,39.047
39.0,63.0,4.388,16.157,28.283,40.048
39.0,64.0,3.092,15.083,27.443,39.437
39.0,65.0,2.419,14.72,27.298,38.617
39.0,66.0,3.414,16.286,29.192,38.507
39.0,67.0,0.694,17.285,33.876,45.531
39.0,68.0,-0.497,17.038,34.575,46.902
39.0,69.0,-1.547,17.218,35.986,49.174
39.0,70.0,-2.073,15.722,34.556,52.745
39.0,71.0,-1.435,13.6,30.964,54.938
39.0,72.0,-4.113,10.655,28.38,54.966
39.0,73.0,-4.323,11.507,30.511,59.003
39.0,74.0,-3.533,12.284,31.271,59.733
39.0,75.0,-1.607,13.579,31.8,59.122
39.0,76.0,1.331,19.098,38.08,59.542
39.0,77.0,1.803,26.373,48.153,57.649
39.0,78.0,2.832,24.82,44.317,52.814
39.0,79.0,1.357,22.656,41.541,49.771
39.0,80.0,0.942,22.105,40.865,49.038
39.0,81.0,1.585,21.457,39.068,46.744
39.0,82.0,2.487,21.182,37.751,44.97
39.0,83.0,5.28,23.194,39.078,45.995
39.0,84.0,6.088,23.616,39.155,45.926
39.0,85.0,5.867,24.533,41.082,48.292
39.0,86.0,5.135,24.688,42.024,49.577
39.0,87.0,3.075,20.897,38.085,48.108
39.0,88.0,-2.18,18.433,37.391,46.924
39.0,89.0,-1.294,21.711,42.104,50.989
39.0,90.0,-0.995,17.176,35.46,52.274
39.0,91.0,-0.808,12.579,28.642,52.737
39.0,92.0,-0.703,12.458,28.249,51.934
39.0,93.0,-0.244,13.736,30.509,55.664
39.0,94.0,-2.638,11.55,28.572,54.107
39.0,95.0,-3.29,11.891,30.107,57.429
39.0,96.0,-3.825,11.765,30.473,58.536
39.0,97.0,-3.712,11.575,29.921,57.438
39.0,98.0,-2.556,12.205,29.923,56.495
39.0,99.0,-1.859,12.642,30.052,56.163
39.0,100.0,-1.478,18.678,38.501,55.101
39.0,101.0,-1.37,21.886,42.496,51.476
39.0,102.0,-1.047,21.153,40.831,49.405
39.0,103.0,-0.816,21.025,40.38,48.822
39.0,104.0,-0.834,20.888,40.136,48.531
39.0,105.0,-0.644,22.159,42.37,51.178
39.0,106.0,-0.287,22.36,42.438,51.183
39.0,107.0,1.903,22.151,40.097,47.923
39.0,108.0,2.422,22.432,40.17,47.901
39.0,109.0,1.645,21.629,39.339,47.061
39.0,110.0,0.808,21.55,39.929,47.947
39.0,111.0,-0.07,22.118,41.792,50.372
39.0,112.0,-0.914,19.8,38.169,46.172
39.0,113.0,-1.115,19.045,36.924,44.71
39.0,114.0,-0.95,19.954,38.928,47.972
39.0,115.0,-0.023,14.405,31.526,46.831
39.0,116.0,1.673,13.519,28.762,43.996
39.0,117.0,3.009,13.259,26.445,39.625
39.0,118.0,3.697,12.959,24.769,36.558
39.0,126.0,-0.261,12.76,25.392,38.024
39.0,127.0,-0.464,13.091,26.249,39.404
39.0,140.0,0.589,12.212,23.191,34.041
39.0,141.0,0.009,12.99,24.288,35.039
40.0,-124.0,1.573,11.019,20.476,30.626
40.0,-123.0,0.469,16.709,31.017,39.134
40.0,-122.0,0.168,14.888,28.481,38.61
40.0,-121.0,-0.84,11.484,23.809,36.503
40.0,-120.0,-1.547,11.461,24.462,37.858
40.0,-119.0,-0.662,11.333,23.318,35.677
40.0,-118.0,-1.05,10.352,21.758,33.506
40.0,-117.0,-1.45,10.543,22.544,34.905
40.0,-116.0,-1.568,11.458,24.487,37.917
40.0,-115.0,-1.678,11.325,24.341,37.74
40.0,-114.0,-1.468,11.311,24.094,37.259
40.0,-113.0,-1.193,11.3,23.792,36.662
40.0,-112.0,-1.63,11.079,23.778,36.874
40.0,-111.0,-0.522,14.833,29.24,40.891
40.0,-110.0,0.879,21.945,40.499,51.029
40.0,-109.0,1.744,22.17,40.186,50.709
40.0,-108.0,0.676,19.748,36.977,52.27
40.0,-107.0,0.091,18.533,35.392,52.779
40.0,-106.0,-2.468,19.098,38.434,50.975
40.0,-105.0,-0.112,20.732,39.209,47.26
40.0,-104.0,1.463,20.874,38.084,45.584
40.0,-103.0,0.892,19.062,36.34,49.995
40.0,-102.0,0.599,17.25,34.288,51.349
40.0,-101.0,0.516,17.715,35.163,52.815
40.0,-100.0,0.662,16.877,34.838,51.119
40.0,-99.0,0.764,15.908,32.948,48.093
40.0,-98.0,0.901,14.377,29.541,43.017
40.0,-97.0,0.962,12.701,25.908,37.646
40.0,-96.0,0.407,13.447,28.123,41.165
40.0,-95.0,0.675,13.667,28.293,41.285
40.0,-94.0,0.531,14.014,29.188,42.669
40.0,-93.0,0.434,15.517,32.484,47.572
40.0,-92.0,0.437,16.461,34.487,50.511
40.0,-91.0,0.769,17.284,35.867,52.38
40.0,-90.0,1.09,17.053,35.017,50.987
40.0,-89.0,1.635,17.0,34.287,49.653
40.0,-88.0,1.905,16.982,33.942,49.011
40.0,-87.0,1.223,17.131,35.032,50.94
40.0,-86.0,0.761,16.272,33.716,49.221
40.0,-85.0,0.601,15.158,31.537,46.094
40.0,-84.0,0.575,15.162,31.575,46.158
40.0,-83.0,0.943,15.904,32.737,47.689
40.0,-82.0,2.198,15.761,31.023,44.586
40.0,-81.0,3.814,17.871,32.314,43.564
40.0,-80.0,6.599,21.198,34.217,41.844
40.0,-79.0,4.526,20.632,34.815,42.868
40.0,-78.0,-0.323,18.061,34.41,44.146
40.0,-77.0,-0.052,14.163,27.831,38.768
40.0,-76.0,2.018,13.506,25.345,36.836
40.0,-75.0,1.99,14.335,27.059,39.41
40.0,-74.0,4.709,14.621,24.794,34.629
40.0,-9.0,1.79,8.077,14.709,22.202
40.0,-8.0,0.417,9.536,18.655,28.051
40.0,-7.0,-0.44,11.208,22.859,34.858
40.0,-6.0,-0.33,12.078,24.494,37.272
40.0,-5.0,-0.711,11.893,24.498,37.478
